,Review,Label,Review_Clean,absa,polarity
672,The food here is bad and not worth the price at all. Such a shame given the location and surroundings of the restaurant is very appealing. The table next to us was so loud and even one of the staff seem to be entertaining and interacting with them the whole time we were there. Will not return and will not suggest anyone to come ever.,NEGATIVE,the food here is bad and not worth the price at all. such a shame given the location and surroundings of the restaurant is very appealing. the table next to us was so loud and even one of the staff seem to be entertaining and interacting with them the whole time we were there. will not return and will not suggest anyone to come ever.,"[['food', ['bad', 'here']], ['price', ['worth']], ['shame', ['appealing']], ['location', ['given']], ['restaurant', []], ['appealing', ['shame', 'very']], ['staff', []], ['time', ['whole', 'there']], ['return', ['not']], ['anyone', ['suggest']]]","[['food', 'NEGATIVE'], ['price', 'POSITIVE'], ['shame', 'POSITIVE'], ['location', 'POSITIVE'], ['appealing', 'NEGATIVE'], ['time', 'POSITIVE'], ['return', 'NEGATIVE'], ['anyone', 'POSITIVE']]"
673,Tourist trap stay away. Food ok.,NEGATIVE,tourist trap stay away. food ok.,"[['touristtrap', ['stay']], ['foodok', []]]","[['touristtrap', 'NEGATIVE']]"
674,"Utterly disgusting experience. Avoid this place now if you want Michelin Star cuisine. We dined at Alma several times in the past and went back after the pandemic. Not sure why the cuisine has changed so much, including the restaurant …",NEGATIVE,"utterly disgusting experience. avoid this place now if you want michelin star cuisine. we dined at alma several times in the past and went back after the pandemic. not sure why the cuisine has changed so much, including the restaurant  ","[['experience', ['disgusting']], ['place', ['avoid']], ['michelin', ['starcuisine']], ['starcuisine', ['michelin', 'want']], ['cuisine', ['changed']], ['restaurant', []]]","[['experience', 'NEGATIVE'], ['place', 'NEGATIVE'], ['michelin', 'NEUTRAL'], ['starcuisine', 'NEUTRAL'], ['cuisine', 'POSITIVE']]"
675,"Duration in between time food is serve is too long. Some even 30 mins long. When you order more , the server sarcastically  comment to ask you to eat faster to benefit more from buffet. I guess the hotel is afraid you eat too much from the …",NEGATIVE,"duration in between time food is serve is too long. some even 30 mins long. when you order more , the server sarcastically  comment to ask you to eat faster to benefit more from buffet. i guess the hotel is afraid you eat too much from the  ","[['duration', ['long']], ['order', ['when', 'you', 'more']], ['benefit', ['more']], ['buffet', []], ['hotel', ['afraid']], ['eat', ['you', 'much']]]","[['duration', 'NEGATIVE'], ['order', 'NEUTRAL'], ['benefit', 'NEUTRAL'], ['hotel', 'NEGATIVE'], ['eat', 'POSITIVE']]"
676,"Very unpleasant experience.

It's totally different service, food and ambience I've experience compare to my …",NEGATIVE,"very unpleasant experience.

it is totally different service, food and ambience i have experience compare to my  ","[['experience', ['unpleasant']], ['service', ['it', 'different']], ['food', []], ['ambience', []], ['experiencecompare', ['have']]]","[['experience', 'NEGATIVE'], ['service', 'POSITIVE'], ['experiencecompare', 'NEGATIVE']]"
677,"I agree and support Luke Stansmore's review.
It is accurate.
Apart from the view. There is little to cheer about in terms of food.
1st and last. Thanks;)",NEGATIVE,"i agree and support luke stansmore's review.
it is accurate.
apart from the view. there is little to cheer about in terms of food.
1st and last. thanks;)","[['support', ['review']], ['stansmore', []], ['review', ['support']], ['accurate', ['it']], ['view', []], ['cheer', []], ['food', []]]","[['support', 'POSITIVE'], ['review', 'POSITIVE'], ['accurate', 'NEUTRAL']]"
678,"I ordered claypot beancurd and the golden dragon chicken
The chicken is 40 bucks and 20 plus for beancurd. Plus delivery is 89 dollars in total. The chicken is such a scam. Is 40 bucks for fried fish cakes with 2 …",NEGATIVE,"i ordered claypot beancurd and the golden dragon chicken
the chicken is 40 bucks and 20 plus for beancurd. plus delivery is 89 dollars in total. the chicken is such a scam. is 40 bucks for fried fish cakes with 2  ","[['dragon', ['golden', 'chicken']], ['chicken', ['dragon', 'bucks', 'bucks']], ['chicken', ['dragon', 'bucks', 'bucks']], ['beancurd', []], ['delivery', ['dollars']], ['chicken', ['scam']], ['scam', ['chicken']]]","[['dragon', 'POSITIVE'], ['chicken', 'NEGATIVE'], ['chicken', 'NEGATIVE'], ['delivery', 'NEGATIVE'], ['chicken', 'NEGATIVE'], ['scam', 'NEGATIVE']]"
679,"Like what other patrons have said, the food is good... however, service is a major let down. Staff dont even bother to tell what the specials were of the day. My pizza came 45 minutes after i ordered despite other tables beside me ordering later than me..",NEGATIVE,"like what other patrons have said, the food is good... however, service is a major let down. staff dont even bother to tell what the specials were of the day. my pizza came 45 minutes after i ordered despite other tables beside me ordering later than me..","[['food', ['good']], ['good', ['food']], ['service', ['down']], ['let', ['major']], ['staff', ['to']], ['tell', ['to']], ['day', []], ['pizza', ['came']], ['..', []]]","[['food', 'POSITIVE'], ['good', 'NEGATIVE'], ['service', 'NEGATIVE'], ['let', 'POSITIVE'], ['staff', 'NEUTRAL'], ['tell', 'NEUTRAL'], ['pizza', 'POSITIVE']]"
680,I ate lunch here last Friday. 5 out of us 6 ppl had food poisoning. I vomited on Saturday and got a fever. I'm not sure why was I sick until I knew 5 of us all had similar symptoms.   Though the food all looks quite delicate.,NEGATIVE,i ate lunch here last friday. 5 out of us 6 ppl had food poisoning. i vomited on saturday and got a fever. i am not sure why was i sick until i knew 5 of us all had similar symptoms.   though the food all looks quite delicate.,"[['ate', ['i', 'lunch', 'here']], ['lunch', ['ate']], ['friday', ['last']], ['ppl', ['had']], ['foodpoisoning', ['had']], ['food', ['looks']]]","[['ate', 'NEGATIVE'], ['lunch', 'POSITIVE'], ['friday', 'NEGATIVE'], ['ppl', 'NEGATIVE'], ['foodpoisoning', 'NEGATIVE'], ['food', 'POSITIVE']]"
681,The quality of Sambar has gone down significantly in terms of taste and they give very less quantity as well. I have been here thrice now and every-time I come  there quality of food is going down whether it’s dosa or sambar. I ordered Mysore  butter masala  dosa and the sambar was cold and dosa was sogy  as well.,NEGATIVE,the quality of sambar has gone down significantly in terms of taste and they give very less quantity as well. i have been here thrice now and every-time i come  there quality of food is going down whether it s dosa or sambar. i ordered mysore  butter masala  dosa and the sambar was cold and dosa was sogy  as well.,[],[]
682,"I ate at this place after I was referred by the concierge at my hotel to visit Boat Quay. I ordered a king crab, vegetable fried rice and a Hennessy and coke. The price on the menu is per 100g, but when the bill comes, it's over $450 for a …",NEGATIVE,"i ate at this place after i was referred by the concierge at my hotel to visit boat quay. i ordered a king crab, vegetable fried rice and a hennessy and coke. the price on the menu is per 100g, but when the bill comes, it is over $450 for a  ","[['place', []], ['hotel', []], ['visit', ['boatquay']], ['boatquay', ['visit']], ['kingcrab', ['ordered']], ['rice', ['fried']], ['hennessy', []], ['coke', []], ['price', ['100g']], ['bill', ['comes']]]","[['visit', 'NEUTRAL'], ['boatquay', 'NEGATIVE'], ['kingcrab', 'POSITIVE'], ['rice', 'NEGATIVE'], ['price', 'NEUTRAL'], ['bill', 'POSITIVE']]"
683,Had a very bad experience today. Waited 1 hour for the food and waitress is completely unapologetic about it. When I want to leave she even blame me for not telling her early … if the chef miss the order just say it instead of finding excuses and telling me that it’s 57mins and not yet 1 hour …,NEGATIVE,had a very bad experience today. waited 1 hour for the food and waitress is completely unapologetic about it. when i want to leave she even blame me for not telling her early   if the chef miss the order just say it instead of finding excuses and telling me that it s 57mins and not yet 1 hour  ,[],[]
684,Service is horrible this Sunday. I was seated at a super wobbly table and when I asked them to fix it they moved me to a high table when I asked for baby chair for my boy. After moving me to another table I had to ask for baby chair another …,NEGATIVE,service is horrible this sunday. i was seated at a super wobbly table and when i asked them to fix it they moved me to a high table when i asked for baby chair for my boy. after moving me to another table i had to ask for baby chair another  ,"[['service', ['horrible']], ['sunday', []], ['fix', ['asked', 'it']], ['table', ['high']], ['babychair', []], ['boy', []], ['tablei', []], ['ask', ['had']], ['babychair', []]]","[['service', 'NEGATIVE'], ['fix', 'POSITIVE'], ['table', 'POSITIVE'], ['ask', 'NEGATIVE']]"
685,"So disappointing 🙄. I went to this restaurant last night and the small bowls and tableware were not washed and had black spots. This happened to me once when I went to this restaurant last week. If you let customers use dirty tableware, can you still get a Michelin star? It’s incredible! …",NEGATIVE,"so disappointing . i went to this restaurant last night and the small bowls and tableware were not washed and had black spots. this happened to me once when i went to this restaurant last week. if you let customers use dirty tableware, can you still get a michelin star? it s incredible!  ","[['disappointing', ['so']], ['restaurant', []], ['night', ['last']], ['tableware', []], ['restaurant', []], ['week', ['last']], ['let', ['you', 'customers', 'use']], ['tableware', ['dirty', 'use']], ['michelinstar', ['get']]]","[['disappointing', 'NEUTRAL'], ['night', 'NEGATIVE'], ['week', 'NEGATIVE'], ['let', 'POSITIVE'], ['tableware', 'NEGATIVE'], ['michelinstar', 'POSITIVE']]"
686,The service here is horrendous!! Especially the managers Amy and David. I am appalled at this level of service.,NEGATIVE,the service here is horrendous!! especially the managers amy and david. i am appalled at this level of service.,"[['service', ['horrendous', 'here']], ['level', []], ['service', []]]","[['service', 'NEGATIVE']]"
687,"Over hyped place. Food options are minimal and taste is Okay. But nothing to warrant the high prices. They don't entertain kids less than 10 year old except Sundays. And they don't tell you this when you reserve. When you show up, they will …",NEGATIVE,"over hyped place. food options are minimal and taste is okay. but nothing to warrant the high prices. they do not entertain kids less than 10 year old except sundays. and they do not tell you this when you reserve. when you show up, they will  ","[['place', ['hyped']], ['food', ['options']], ['taste', ['okay']], ['okay', ['taste']], ['nothing', []], ['warrant', ['prices']], ['entertain', ['they', 'not', 'kids']], ['year', []], ['tell', ['they', 'not', 'this']], ['reserve', ['when', 'you']], ['show', ['when', 'you']]]","[['place', 'POSITIVE'], ['food', 'NEGATIVE'], ['taste', 'POSITIVE'], ['okay', 'POSITIVE'], ['warrant', 'POSITIVE'], ['entertain', 'NEGATIVE'], ['tell', 'NEGATIVE'], ['reserve', 'NEUTRAL'], ['show', 'NEUTRAL']]"
688,"I was given the wrong order so I ended up paying more than what I expected. To make my experience worse, I did not hear any apology from the waitress for giving me the wrong order.",NEGATIVE,"i was given the wrong order so i ended up paying more than what i expected. to make my experience worse, i did not hear any apology from the waitress for giving me the wrong order.","[['order', ['wrong', 'given']], ['experienceworse', ['make']], ['apology', ['hear']], ['waitress', []], ['order', ['wrong', 'giving']]]","[['order', 'NEGATIVE'], ['experienceworse', 'POSITIVE'], ['apology', 'NEUTRAL'], ['order', 'NEGATIVE']]"
689,"Super slow! Waited very long for the first dish to be served. After serving the first 4 dishes, there was a very long wait for the last 2 dishes. It disrupted the momentum for too long. The taste of the dim sum is special but still not worth it for the price.",NEGATIVE,"super slow! waited very long for the first dish to be served. after serving the first 4 dishes, there was a very long wait for the last 2 dishes. it disrupted the momentum for too long. the taste of the dim sum is special but still not worth it for the price.","[['slow', ['super']], ['dish', ['first']], ['wait', ['long', 'was']], ['momentum', ['disrupted']], ['taste', ['special']], ['dimsum', []], ['price', []]]","[['slow', 'POSITIVE'], ['dish', 'POSITIVE'], ['wait', 'NEGATIVE'], ['momentum', 'NEGATIVE'], ['taste', 'POSITIVE']]"
690,"Let's start with the positives, there were indeed a few silver linings. They evidently use quality meats, and the service was top-notch. …",NEGATIVE,"let us start with the positives, there were indeed a few silver linings. they evidently use quality meats, and the service was top-notch.  ",[],[]
691,"Very disappointing today when  me and my husband had lunch at Kok Sen restaurant. Food was lukewarm. We ordered 3 dishes and by the time the 3rd dish arrived, my other 2 dishes were completely cold.  Having said so, the sweet and sour pork …",NEGATIVE,"very disappointing today when  me and my husband had lunch at kok sen restaurant. food was lukewarm. we ordered 3 dishes and by the time the 3rd dish arrived, my other 2 dishes were completely cold.  having said so, the sweet and sour pork  ","[['today', []], ['lunch', ['had']], ['koksen', ['senrestaurant']], ['senrestaurant', ['koksen']], ['food', ['lukewarm']], ['lukewarm', ['food']], ['time', ['arrived']], ['dish', ['3rd', 'arrived']], ['pork', ['sweet']]]","[['lunch', 'NEGATIVE'], ['koksen', 'NEUTRAL'], ['senrestaurant', 'NEUTRAL'], ['food', 'NEGATIVE'], ['lukewarm', 'NEGATIVE'], ['time', 'NEUTRAL'], ['dish', 'NEUTRAL'], ['pork', 'POSITIVE']]"
